Rate Plan Name,Device Name/Identifier,SKU / IMEI,,,,,,,,,,,,,,,,,,Phone Savings,MyTab Amount Max Limit,Trade In Promo Limit (Percentage),Offer Start Date,Offer End Date,,,,,,,,,,,,,,,,Description
Big Gig Unlimited + Talk 20GB Special,Samsung Galaxy Z Fold3 5G 256GB Black,887276552545,,,,,,,,,,,,,,,,,,408,2688,,17-09-2021 00:00:00,07-10-2021 00:00:00,,,,,,,,,,,,,,,,NA
Big Gig Unlimited + Talk 20GB Special,Samsung Galaxy Z Fold3 5G 256GB Silver,887276583891,,,,,,,,,,,,,,,,,,408,2688,,17-09-2021 00:00:00,07-10-2021 00:00:00,,,,,,,,,,,,,,,,NA
Big Gig Unlimited + Talk 20GB Special,Samsung Galaxy Z Fold3 5G 256GB Green,887276583730,,,,,,,,,,,,,,,,,,408,2688,,17-09-2021 00:00:00,07-10-2021 00:00:00,,,,,,,,,,,,,,,,NA
Big Gig Unlimited + Talk 20GB Special,3PR - Samsung Galaxy Z Fold3 5G 256GB Black,629258124377,,,,,,,,,,,,,,,,,,408,2688,,17-09-2021 00:00:00,07-10-2021 00:00:00,,,,,,,,,,,,,,,,NA
Big Gig Unlimited + Talk 20GB Special,3PR - Samsung Galaxy Z Fold3 5G 256GB Silver,629258124391,,,,,,,,,,,,,,,,,,408,2688,,17-09-2021 00:00:00,07-10-2021 00:00:00,,,,,,,,,,,,,,,,NA
Big Gig Unlimited + Talk 20GB Special,3PR - Samsung Galaxy Z Fold3 5G 256GB Green,629258124407,,,,,,,,,,,,,,,,,,408,2688,,17-09-2021 00:00:00,07-10-2021 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,0,1296,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 1TB Graphite,194252697283,,,,,,,,,,,,,,,,,,0,2304,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 1TB Silver,194252697320,,,,,,,,,,,,,,,,,,0,2304,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 1TB Gold,194252697368,,,,,,,,,,,,,,,,,,0,2304,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 1TB Sierra Blue,194252697405,,,,,,,,,,,,,,,,,,0,2304,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 1TB Graphite,194252715208,,,,,,,,,,,,,,,,,,0,2136,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 1TB Silver,194252715253,,,,,,,,,,,,,,,,,,0,2136,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 1TB Gold,194252715307,,,,,,,,,,,,,,,,,,0,2136,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 1TB Sierra Blue,194252715352,,,,,,,,,,,,,,,,,,0,2136,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 512GB Graphite,194252697122,,,,,,,,,,,,,,,,,,0,2016,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 512GB Silver,194252697160,,,,,,,,,,,,,,,,,,0,2016,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 512GB Gold,194252697207,,,,,,,,,,,,,,,,,,0,2016,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 512GB Sierra Blue,194252697245,,,,,,,,,,,,,,,,,,0,2016,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 512GB Graphite,194252715000,,,,,,,,,,,,,,,,,,0,1872,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 512GB Silver,194252715055,,,,,,,,,,,,,,,,,,0,1872,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 512GB Gold,194252715109,,,,,,,,,,,,,,,,,,0,1872,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 512GB Sierra Blue,194252715154,,,,,,,,,,,,,,,,,,0,1872,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 256GB Graphite,194252696965,,,,,,,,,,,,,,,,,,0,1728,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 256GB Silver,194252697009,,,,,,,,,,,,,,,,,,0,1728,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 256GB Gold,194252697047,,,,,,,,,,,,,,,,,,0,1728,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 256GB Sierra Blue,194252697085,,,,,,,,,,,,,,,,,,0,1728,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 256GB Graphite,194252714805,,,,,,,,,,,,,,,,,,0,1584,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 256GB Silver,194252714850,,,,,,,,,,,,,,,,,,0,1584,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 256GB Gold,194252714904,,,,,,,,,,,,,,,,,,0,1584,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 256GB Sierra Blue,194252714959,,,,,,,,,,,,,,,,,,0,1584,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 128GB Graphite,194252696804,,,,,,,,,,,,,,,,,,0,1584,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 128GB Silver,194252696842,,,,,,,,,,,,,,,,,,0,1584,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 128GB Gold,194252696880,,,,,,,,,,,,,,,,,,0,1584,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro Max 128GB Sierra Blue,194252696927,,,,,,,,,,,,,,,,,,0,1584,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 512GB Midnight,194252706374,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 512GB Starlight,194252706428,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 512GB Pink,194252706473,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 512GB (PRODUCT)RED,194252706527,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 512GB Blue,194252706572,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 128GB Graphite,194252714607,,,,,,,,,,,,,,,,,,0,1440,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 128GB Silver,194252714652,,,,,,,,,,,,,,,,,,0,1440,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 128GB Gold,194252714706,,,,,,,,,,,,,,,,,,0,1440,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 Pro 128GB Sierra Blue,194252714751,,,,,,,,,,,,,,,,,,0,1440,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 512GB Midnight,194252689097,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 512GB Starlight,194252689189,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 512GB Pink,194252689271,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 512GB (PRODUCT)RED,194252689363,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 512GB Blue,194252689455,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 256GB Midnight,194252706121,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 256GB Starlight,194252706176,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 256GB Pink,194252706220,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 256GB (PRODUCT)RED,194252706275,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 256GB Blue,194252706329,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 128GB Midnight,194252705872,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 128GB Starlight,194252705926,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 128GB Pink,194252705971,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 128GB (PRODUCT)RED,194252706022,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 128GB Blue,194252706077,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 256GB Midnight,194252688649,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 256GB Starlight,194252688731,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 256GB Pink,194252688823,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 256GB (PRODUCT)RED,194252688915,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 256GB Blue,194252689004,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 128GB Midnight,194252688199,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 128GB Starlight,194252688281,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 128GB Pink,194252688373,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 128GB (PRODUCT)RED,194252688465,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),iPhone 13 mini 128GB Blue,194252688557,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 128GB Midnight,629258124490,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 128GB Starlight,629258124506,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 128GB Pink,629258124513,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 128GB (PRODUCT)RED,629258124520,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 128GB Blue,629258124537,,,,,,,,,,,,,,,,,,0,1027,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 256GB Midnight,629258124544,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 256GB Starlight,629258124551,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 256GB Pink,629258124568,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 256GB (PRODUCT)RED,629258124575,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 256GB Blue,629258124582,,,,,,,,,,,,,,,,,,0,1171,,01-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 512GB Midnight,629258124599,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 512GB Starlight,629258124605,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 512GB Pink,629258124612,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 512GB (PRODUCT)RED,629258124629,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 512GB Blue,629258124636,,,,,,,,,,,,,,,,,,0,1560,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 128GB Midnight,629258124643,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 128GB Starlight,629258124650,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 128GB Pink,629258124667,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 128GB (PRODUCT)RED,629258124674,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 128GB Blue,629258124681,,,,,,,,,,,,,,,,,,0,960,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 256GB Midnight,629258124698,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 256GB Starlight,629258124704,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 256GB Pink,629258124711,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 256GB (PRODUCT)RED,629258124728,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 256GB Blue,629258124735,,,,,,,,,,,,,,,,,,0,1104,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 512GB Midnight,629258124742,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 512GB Starlight,629258124759,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 512GB Pink,629258124766,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 512GB (PRODUCT)RED,629258124773,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 mini 512GB Blue,629258124780,,,,,,,,,,,,,,,,,,0,1392,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 128GB Graphite,629258124797,,,,,,,,,,,,,,,,,,0,1440,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 128GB Silver,629258124803,,,,,,,,,,,,,,,,,,0,1440,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 128GB Gold,629258124810,,,,,,,,,,,,,,,,,,0,1440,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 128GB Sierra Blue,629258124827,,,,,,,,,,,,,,,,,,0,1440,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 256GB Graphite,629258124834,,,,,,,,,,,,,,,,,,0,1584,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 256GB Silver,629258124841,,,,,,,,,,,,,,,,,,0,1584,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 256GB Gold,629258124858,,,,,,,,,,,,,,,,,,0,1584,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 256GB Sierra Blue,629258124865,,,,,,,,,,,,,,,,,,0,1584,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 512GB Graphite,629258124872,,,,,,,,,,,,,,,,,,0,1872,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 512GB Silver,629258124889,,,,,,,,,,,,,,,,,,0,1872,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 512GB Gold,629258124896,,,,,,,,,,,,,,,,,,0,1872,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 512GB Sierra Blue,629258124902,,,,,,,,,,,,,,,,,,0,1872,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 1TB Graphite,629258124919,,,,,,,,,,,,,,,,,,0,2136,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 1TB Silver,629258124926,,,,,,,,,,,,,,,,,,0,2136,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 1TB Gold,629258124933,,,,,,,,,,,,,,,,,,0,2136,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro 1TB Sierra Blue,629258124940,,,,,,,,,,,,,,,,,,0,2136,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 128GB Graphite",629258124957,,,,,,,,,,,,,,,,,,0,1584,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 128GB Silver",629258124964,,,,,,,,,,,,,,,,,,0,1584,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 128GB Gold",629258124971,,,,,,,,,,,,,,,,,,0,1584,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 128GB Sierra Blue",629258124988,,,,,,,,,,,,,,,,,,0,1584,,15-09-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 256GB Graphite",629258124995,,,,,,,,,,,,,,,,,,0,1728,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 256GB Silver",629258130019,,,,,,,,,,,,,,,,,,0,1728,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 256GB Gold",629258130026,,,,,,,,,,,,,,,,,,0,1728,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 256GB Sierra Blue",629258130033,,,,,,,,,,,,,,,,,,0,1728,,13-12-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 512GB Graphite",629258130040,,,,,,,,,,,,,,,,,,0,2016,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 512GB Silver",629258130057,,,,,,,,,,,,,,,,,,0,2016,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 512GB Gold",629258130064,,,,,,,,,,,,,,,,,,0,2016,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),"3PR - iPhone 13 Pro Max 512GB Sierra Blue",629258130071,,,,,,,,,,,,,,,,,,0,2016,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE (TG),3PR - iPhone 13 Pro Max 1TB Graphite,629258130088,,,,,,,,,,,,,,,,,,0,2304,,11-03-2022 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
