Tab Rate Plan Group,Device Name/Identifier,SKU / IMEI,,,,,,,,,,,,,,,,,,Phone Savings,MyTab Amount Max Limit,Trade In Promo Limit (Percentage),,,,,,,,,,,,,,,,,,Device Description
Group 2,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 256GB Green,629258114583,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 256GB Blue,629258114576,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 256GB Black,629258114545,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 256GB (PRODUCT)RED,629258114569,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 128GB White,194252029046,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 128GB Green,194252029138,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 128GB Blue,194252029107,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 128GB Black,194252029015,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 128GB (PRODUCT)RED,194252029077,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 128GB White,629258114507,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 128GB Green,629258114538,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 128GB Blue,629258114521,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 128GB Black,629258114491,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,288,984,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,288,1224,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 128GB (PRODUCT)RED,629258114514,,,,,,,,,,,,,,,,,,384,1224,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,278,902,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,278,902,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,312,1032,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,672,1152,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 64GB White,194252028896,,,,,,,,,,,,,,,,,,672,1152,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,278,902,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,278,902,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,312,1032,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,672,1152,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 64GB Green,194252028988,,,,,,,,,,,,,,,,,,672,1152,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,278,902,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,278,902,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,312,1032,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,672,1152,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 64GB Blue,194252028957,,,,,,,,,,,,,,,,,,672,1152,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,278,902,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,278,902,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,312,1032,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 64GB Black,194252028865,,,,,,,,,,,,,,,,,,672,1152,,,,,,,,,,,,,,,,,,,
