Tab Rate Plan Group,Device Name/Identifier,SKU / IMEI,,,,,,,,,,,,,,,,,,Phone Savings,MyTab Amount Max Limit,Trade In Promo Limit (Percentage),,,,,,,,,,,,,,,,,,Device Description
Group 4,iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,360,1584,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,432,1584,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,360,1584,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,432,1584,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,360,1584,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,432,1584,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,360,1584,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,432,1584,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,326,1334,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,360,1584,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,432,1584,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 Pro 128GB Pacfic Blue,629258114774,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 Pro 128GB Graphite,629258114743,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,312,1200,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 Pro 128GB Gold,629258114767,,,,,,,,,,,,,,,,,,480,1440,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 256GB White,194252029190,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 256GB Green,194252029282,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 256GB Blue,194252029251,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 256GB Black,194252029169,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,100,436,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,302,1118,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,312,1368,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 256GB (PRODUCT)RED,194252029220,,,,,,,,,,,,,,,,,,408,1368,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 256GB White,629258114552,,,,,,,,,,,,,,,,,,0,432,,,,,,,,,,,,,,,,,,,
