1000 ILD Minutes Promo,fGW_PRO_RULE_ServiceType&,ServiceType,Init+Rec,9778,,,,,,,,,,,,,,,,Postpaid,,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,9779,,,,,,,,,,,,,,,,Big Gig Unlimited + Talk 10GB,1000505,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,9780,,,,,,,,,,,,,,,,Big Gig Unlimited + Talk 12GB,1000506,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,9781,,,,,,,,,,,,,,,,Big Gig Unlimited + Talk 15GB,1000507,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,9782,,,,,,,,,,,,,,,,Big Gig Unlimited + Talk 25GB,1000508,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,9783,,,,,,,,,,,,,,,,Big Gig Unlimited + Talk 30GB + 5GB Canada-U.S,1000511,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,9784,,,,,,,,,,,,,,,,Promo Big Gig Unlimited + Talk 11GB,1000514,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,9785,,,,,,,,,,,,,,,,Promo Big Gig Unlimited + Talk 20GB,1000516,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,9786,,,,,,,,,,,,,,,,Promo Big Gig Unlimited + Talk 16GB,1000515,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,10974,,,,,,,,,,,,,,,,Promo Freedom 6GB,1000512,,,,,,,,,,,,,,,,,,,
GRAND OPENING 50,fGW_PRO_RULE_CustomerType&,CustomerType,Init,14000,,,,,,,,,,,,,,,,GW CONSUMER,,,,,,,,,,,,,,,,,,,,
Freedom Special 50,fGW_PRO_RULE_CustomerType&,CustomerType,Init,14004,,,,,,,,,,,,,,,,GW CONSUMER,,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_CustomerType&,CustomerType,Init,14232,,,,,,,,,,,,,,,,GW CONSUMER,,,,,,,,,,,,,,,,,,,,
